"nom géographique, anglais","nom géographique, français","type de géographie, anglais","type de géographie, français",code du division de recensement,code de la région économique,code de la province,code de la région de patrimoine canadien,Total,Anglais première langue officielle parlée ajusté,"français première langue officielle parlée, ajusté","Autre première langue officielle parlée, ajusté"
"geographic name, english","geographic name, french","georaphie type, english","georaphie type, french",census division code,economic region code,province code,canadian heritage region code,Total,"English first official language spoken, adjusted","French first official language spoken, adjusted","Other first official language spoken, adjusted"
Bradford West Gwillimbury,Bradford West Gwillimbury,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"27,740","26,855",380,505
Severn,Severn,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"12,345","12,195",145,5
Innisfil,Innisfil,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"33,065","32,465",470,130
Ramara,Ramara,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"9,265","9,155",95,15
Essa,Essa,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"18,475","17,338","1,103",35
Oro-Medonte,Oro-Medonte,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"20,060","19,793",253,15
Collingwood,Collingwood,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"18,875","18,630",210,35
Barrie,Barrie,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"134,150","130,490","3,140",520
Mnjikaning First Nation 32 (Rama First Nation 32),Mnjikaning First Nation 32 (Rama First Nation 32),census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,860,860, -   , -   
Orillia,Orillia,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"29,725","29,280",365,80
Wasaga Beach,Wasaga Beach,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"17,525","17,075",380,70
Tiny,Tiny,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"11,205","10,005","1,165",35
Tay,Tay,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"9,685","9,488",188,10
Penetanguishene,Penetanguishene,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"8,555","7,728",818,10
Midland,Midland,census subdivision,Subdivision de recensement,cd3543,er3540,pr35,pch03,"16,125","15,528",583,15
Gravenhurst,Gravenhurst,census subdivision,Subdivision de recensement,cd3544,er3520,pr35,pch03,"10,595","10,488",103,5
Bracebridge,Bracebridge,census subdivision,Subdivision de recensement,cd3544,er3520,pr35,pch03,"15,045","14,855",165,25
Lake of Bays,Lake of Bays,census subdivision,Subdivision de recensement,cd3544,er3520,pr35,pch03,"3,285","3,240",40,5
Huntsville,Huntsville,census subdivision,Subdivision de recensement,cd3544,er3520,pr35,pch03,"18,820","18,563",248,10
Muskoka Lakes,Muskoka Lakes,census subdivision,Subdivision de recensement,cd3544,er3520,pr35,pch03,"6,320","6,258",63, -   
Georgian Bay,Georgian Bay,census subdivision,Subdivision de recensement,cd3544,er3520,pr35,pch03,"2,115","2,080",35, -   
Moose Point 79,Moose Point 79,census subdivision,Subdivision de recensement,cd3544,er3520,pr35,pch03,210,210, -   , -   
Highlands East,Highlands East,census subdivision,Subdivision de recensement,cd3546,er3520,pr35,pch03,"3,255","3,210",40,5
Minden Hills,Minden Hills,census subdivision,Subdivision de recensement,cd3546,er3520,pr35,pch03,"5,595","5,528",58,10
Algonquin Highlands,Algonquin Highlands,census subdivision,Subdivision de recensement,cd3546,er3520,pr35,pch03,"2,160","2,133",23,5
Dysart and Others,Dysart and Others,census subdivision,Subdivision de recensement,cd3546,er3520,pr35,pch03,"5,900","5,850",50, -   
Arnprior,Arnprior,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"8,025","7,720",300,5
McNab/Braeside,McNab/Braeside,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"7,370","7,133",238, -   
Greater Madawaska,Greater Madawaska,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"2,485","2,398",88, -   
"Brudenell, Lyndoch and Raglan","Brudenell, Lyndoch and Raglan",census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"1,660","1,620",40, -   
Madawaska Valley,Madawaska Valley,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"4,160","4,100",55,5
"Killaloe, Hagarty and Richards","Killaloe, Hagarty and Richards",census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"2,400","2,350",45,5
Bonnechere Valley,Bonnechere Valley,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"3,760","3,665",95, -   
Pikwakanagan (Golden Lake 39),Pikwakanagan (Golden Lake 39),census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,440,428,13, -   
Admaston/Bromley,Admaston/Bromley,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"2,845","2,808",38, -   
Horton,Horton,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"2,715","2,640",75, -   
Renfrew,Renfrew,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"7,815","7,583",223,10
Whitewater Region,Whitewater Region,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"6,770","6,463",288,20
Pembroke,Pembroke,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"13,655","12,738",903,15
North Algona Wilberforce,North Algona Wilberforce,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"2,875","2,798",78, -   
Laurentian Valley,Laurentian Valley,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"9,660","9,110",545,5
Petawawa,Petawawa,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"15,985","14,665","1,315",5
Laurentian Hills,Laurentian Hills,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"2,805","2,648",158, -   
Deep River,Deep River,census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,"4,140","3,930",200,10
"Head, Clara and Maria","Head, Clara and Maria",census subdivision,Subdivision de recensement,cd3547,er3515,pr35,pch03,235,220,15, -   
South Algonquin,South Algonquin,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"1,215","1,200",15, -   
Papineau-Cameron,Papineau-Cameron,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,970,735,235, -   
Mattawan,Mattawan,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,165,115,50, -   
Mattawa,Mattawa,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"1,930","1,308",623, -   
Calvin,Calvin,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,570,490,80, -   
Bonfield,Bonfield,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"2,015","1,445",570, -   
Chisholm,Chisholm,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"1,265","1,073",183,10
East Ferris,East Ferris,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"4,370","3,350","1,020", -   
North Bay,North Bay,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"52,845","45,530","7,245",70
West Nipissing / Nipissing Ouest,West Nipissing / Nipissing Ouest,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"13,960","5,030","8,930", -   
Temagami,Temagami,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,820,750,70, -   
Nipissing 10,Nipissing 10,census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"1,450","1,240",210, -   
"Nipissing, Unorganized, South Part","Nipissing, Unorganized, South Part",census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,80,60,20, -   
"Nipissing, Unorganized, North Part","Nipissing, Unorganized, North Part",census subdivision,Subdivision de recensement,cd3548,er3590,pr35,pch03,"1,845","1,528",318, -   
Seguin,Seguin,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"3,990","3,948",38,5
The Archipelago,The Archipelago,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,570,560,10, -   
McMurrich/Monteith,McMurrich/Monteith,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,775,765,10, -   
Perry,Perry,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"2,315","2,285",30, -   
Kearney,Kearney,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,845,835,10, -   
Armour,Armour,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"1,370","1,350",15,5
Burk's Falls,Burk's Falls,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,970,955,15, -   
Ryerson,Ryerson,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,635,628,8, -   
McKellar,McKellar,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"1,145","1,128",18, -   
McDougall,McDougall,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"2,705","2,670",35, -   
Parry Sound,Parry Sound,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"6,065","5,983",78,5
Carling,Carling,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"1,250","1,230",15,5
Whitestone,Whitestone,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,920,905,15, -   
Magnetawan,Magnetawan,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"1,455","1,430",25, -   
Strong,Strong,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"1,335","1,320",15, -   
Sundridge,Sundridge,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,975,958,18, -   
Joly,Joly,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,285,275,10, -   
Machar,Machar,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,915,900,15, -   
South River,South River,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"1,055","1,028",28, -   
Powassan,Powassan,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"3,140","3,030",110, -   
Callander,Callander,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"3,865","3,443",418,5
Nipissing,Nipissing,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"1,710","1,640",65,5
Shawanaga 17,Shawanaga 17,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,215,210,5, -   
Parry Island First Nation,Parry Island First Nation,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,415,415, -   , -   
French River 13,French River 13,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,140,135,5, -   
Dokis 9,Dokis 9,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,200,185,15, -   
Magnetewan 1,Magnetewan 1,census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,95,95, -   , -   
"Parry Sound, Unorganized, North East Part","Parry Sound, Unorganized, North East Part",census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,215,205,10, -   
"Parry Sound, Unorganized, Centre Part","Parry Sound, Unorganized, Centre Part",census subdivision,Subdivision de recensement,cd3549,er3590,pr35,pch03,"2,190","2,135",55, -   
Tehkummah,Tehkummah,census subdivision,Subdivision de recensement,cd3551,er3590,pr35,pch03,405,395,10, -   
Central Manitoulin,Central Manitoulin,census subdivision,Subdivision de recensement,cd3551,er3590,pr35,pch03,"1,935","1,870",65, -   
Assiginack,Assiginack,census subdivision,Subdivision de recensement,cd3551,er3590,pr35,pch03,960,915,45, -   
Northeastern Manitoulin and the Islands,Northeastern Manitoulin and the Islands,census subdivision,Subdivision de recensement,cd3551,er3590,pr35,pch03,"2,650","2,545",100,5
Billings,Billings,census subdivision,Subdivision de recensement,cd3551,er3590,pr35,pch03,505,465,40, -   
Gore Bay,Gore Bay,census subdivision,Subdivision de recensement,cd3551,er3590,pr35,pch03,795,780,15, -   
Gordon/Barrie Island,Gordon/Barrie Island,census subdivision,Subdivision de recensement,cd3551,er3590,pr35,pch03,530,505,25, -   
Burpee and Mills,Burpee and Mills,census subdivision,Subdivision de recensement,cd3551,er3590,pr35,pch03,305,295,10, -   
Whitefish River 4,Whitefish River 4,census subdivision,Subdivision de recensement,cd3551,er3590,pr35,pch03,485,480,5, -   
Sucker Creek 23,Sucker Creek 23,census subdivision,Subdivision de recensement,cd3551,er3590,pr35,pch03,370,360,10, -   
Sheguiandah 24,Sheguiandah 24,census subdivision,Subdivision de recensement,cd3551,er3590,pr35,pch03,155,155, -   , -   
Wikwemikong Unceded,Wikwemikong Unceded,census subdivision,Subdivision de recensement,cd3551,er3590,pr35,pch03,"2,525","2,518",8, -   
Sheshegwaning 20,Sheshegwaning 20,census subdivision,Subdivision de recensement,cd3551,er3590,pr35,pch03,120,120, -   , -   
M'Chigeeng 22 (West Bay 22),M'Chigeeng 22 (West Bay 22),census subdivision,Subdivision de recensement,cd3551,er3590,pr35,pch03,895,890,5, -   
"Manitoulin, Unorganized, West Part","Manitoulin, Unorganized, West Part",census subdivision,Subdivision de recensement,cd3551,er3590,pr35,pch03,155,145,10, -   
Zhiibaahaasing 19A (Cockburn Island 19A),Zhiibaahaasing 19A (Cockburn Island 19A),census subdivision,Subdivision de recensement,cd3551,er3590,pr35,pch03,50,50, -   , -   
French River / Rivière des français,French River / Rivière des français,census subdivision,Subdivision de recensement,cd3552,er3590,pr35,pch03,"2,435","1,268","1,168", -   
St.-Charles,St.-Charles,census subdivision,Subdivision de recensement,cd3552,er3590,pr35,pch03,"1,280",685,595, -   
Markstay-Warren,Markstay-Warren,census subdivision,Subdivision de recensement,cd3552,er3590,pr35,pch03,"2,300","1,493",808, -   
Sables-Spanish Rivers,Sables-Spanish Rivers,census subdivision,Subdivision de recensement,cd3552,er3590,pr35,pch03,"3,070","2,815",245,10
Espanola,Espanola,census subdivision,Subdivision de recensement,cd3552,er3590,pr35,pch03,"5,285","4,560",720,5
Baldwin,Baldwin,census subdivision,Subdivision de recensement,cd3552,er3590,pr35,pch03,555,468,88, -   
Nairn and Hyman,Nairn and Hyman,census subdivision,Subdivision de recensement,cd3552,er3590,pr35,pch03,475,420,55, -   
Killarney,Killarney,census subdivision,Subdivision de recensement,cd3552,er3590,pr35,pch03,500,435,65, -   
Whitefish Lake 6,Whitefish Lake 6,census subdivision,Subdivision de recensement,cd3552,er3590,pr35,pch03,390,385,5, -   
Duck Lake 76B,Duck Lake 76B,census subdivision,Subdivision de recensement,cd3552,er3590,pr35,pch03,90,85,5, -   
Chapleau 75,Chapleau 75,census subdivision,Subdivision de recensement,cd3552,er3590,pr35,pch03,80,70,10, -   
Chapleau,Chapleau,census subdivision,Subdivision de recensement,cd3552,er3590,pr35,pch03,"2,085","1,295",790, -   
"Sudbury, Unorganized, North Part","Sudbury, Unorganized, North Part",census subdivision,Subdivision de recensement,cd3552,er3590,pr35,pch03,"2,305","1,595",705,5
Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,census subdivision,Subdivision de recensement,cd3553,er3590,pr35,pch03,"158,705","115,848","42,528",330
Wahnapitei 11,Wahnapitei 11,census subdivision,Subdivision de recensement,cd3553,er3590,pr35,pch03,105,100,5, -   
Coleman,Coleman,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,595,495,100, -   
Latchford,Latchford,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,385,350,35, -   
Cobalt,Cobalt,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,"1,130",940,190, -   
Harris,Harris,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,525,353,173, -   
Temiskaming Shores,Temiskaming Shores,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,"10,160","7,075","3,080",5
Hudson,Hudson,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,480,390,90, -   
Kerns,Kerns,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,355,315,40, -   
Harley,Harley,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,540,365,175, -   
Casey,Casey,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,380,143,238, -   
Brethour,Brethour,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,130,105,25, -   
Hilliard,Hilliard,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,205,155,50, -   
Armstrong,Armstrong,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,"1,215",460,755, -   
Thornloe,Thornloe,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,125,85,40, -   
James,James,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,420,300,120, -   
Charlton and Dack,Charlton and Dack,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,670,625,35,10
Evanturel,Evanturel,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,445,375,70, -   
Englehart,Englehart,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,"1,460","1,395",65, -   
Chamberlain,Chamberlain,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,300,280,20, -   
Matachewan,Matachewan,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,270,193,73,5
Matachewan 72,Matachewan 72,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,85,80,5, -   
McGarry,McGarry,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,595,260,335, -   
Larder Lake,Larder Lake,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,685,505,180, -   
Gauthier,Gauthier,census subdivision,Subdivision de recensement,cd3554,er3590,pr35,pch03,130,113,18, -   
